Tweet,sentiments,cleaned_tweets,tokens
apr. 26th beach house! dinner+music+ party with oldies goldies happy  buffet / BBQ 40TLbeer-  wein10TL raki12.5TL h,1,apr beach house dinnermusic party with oldies goldies happy buffet BBQ TLbeer weinTL rakiTL h,"['apr', 'beach', 'house', 'dinnermusic', 'party', 'oldie', 'goldies', 'happy', 'buffet', 'bbq', 'tlbeer', 'weintl', 'rakitl', 'h']"
We've been selected among the top 20 Social Media blogs,1,Weve been selected among the top  Social Media blogs,"['weve', 'selected', 'among', 'top', 'social', 'medium', 'blog']"
 woot! smile,1,woot smile,"['woot', 'smile']"
Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,Thanks for the recent follow Happy to connect happy have a great Thursday,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday']"
I wanted $25 million and they were only offering 24. smile,1,I wanted  million and they were only offering  smile,"['wanted', 'million', 'offering', 'smile']"
Give away Random RT! for a chance to win a 10USD iTunes or GP gift card! Winner will be selected in a few minutes happy,1,Give away Random RT for a chance to win a USD iTunes or GP gift card Winner will be selected in a few minutes happy,"['give', 'away', 'random', 'chance', 'win', 'usd', 'itunes', 'gp', 'gift', 'card', 'winner', 'will', 'selected', 'minute', 'happy']"
Share the love: thanks for being top new followers this week happy  Get it,1,Share the love thanks for being top new followers this week happy Get it,"['share', 'love', 'thanks', 'top', 'new', 'follower', 'week', 'happy', 'get']"
Thanks for the recent follow Happy to connect happy  have a great Thursday.  Get FREE?,1,Thanks for the recent follow Happy to connect happy have a great Thursday Get FREE,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday', 'get', 'free']"
Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this,1,Thanks for the recent follow Happy to connect happy have a great Thursday Want this,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday', 'want']"
Thanks for being top engaged community members this week happy  (Want this? It's FREE!,1,Thanks for being top engaged community members this week happy Want this Its FREE,"['thanks', 'top', 'engaged', 'community', 'member', 'week', 'happy', 'want', 'free']"
What a beauty he scored the other night!! Hope we get him too happy,1,What a beauty he scored the other night Hope we get him too happy,"['beauty', 'scored', 'night', 'hope', 'get', 'happy']"
And you were there happy,1,And you were there happy,['happy']
haha! Very good tweet mate happy  heard your a big boy account! The King shit happensould we say happy  any chance of a shit happens,1,haha Very good tweet mate happy heard your a big boy account The King shit happensould we say happy any chance of a shit happens,"['haha', 'very', 'good', 'tweet', 'mate', 'happy', 'heard', 'big', 'boy', 'account', 'king', 'shit', 'happensould', 'say', 'happy', 'chance', 'shit', 'happens']"
Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this?,1,Thanks for the recent follow Happy to connect happy have a great Thursday Want this,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday', 'want']"
I appreciate the sentiment but I couldn't do that. happy,1,I appreciate the sentiment but I couldnt do that happy,"['appreciate', 'sentiment', 'but', 'couldnt', 'do', 'happy']"
Younger. Softer. crying with joy,1,Younger Softer crying with joy,"['younger', 'softer', 'cry', 'joy']"
Happy many days,1,Happy many days,"['happy', 'many', 'day']"
 months and years of bonding and happiness  family MCLISSE StarMu,1,months and years of bonding and happiness family MCLISSE StarMu,"['month', 'year', 'bonding', 'happiness', 'family', 'mclisse', 'starmu']"
Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,Thanks for the recent follow Happy to connect happy have a great Thursday,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday']"
I'm happy   happy,1,Im happy happy,"['im', 'happy', 'happy']"
Yes! With subtitles only happy,1,Yes With subtitles only happy,"['yes', 'subtitle', 'happy']"
Thanks for the recent follow Happy to connect happy  have a great Wednesday. Want this,1,Thanks for the recent follow Happy to connect happy have a great Wednesday Want this,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'wednesday', 'want']"
co,1,co,['co']
Thanks for the recent follow Happy to connect happy  have a great Thursday. Get it,1,Thanks for the recent follow Happy to connect happy have a great Thursday Get it,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday', 'get']"
Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,Thanks for the recent follow Happy to connect happy have a great Thursday,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday']"
thank you! happy,1,thank you happy,"['thank', 'happy']"
That would be a great trick happy,1,That would be a great trick happy,"['would', 'great', 'trick', 'happy']"
thanks for the recent follow. Much appreciated happy   Want this ?,1,thanks for the recent follow Much appreciated happy Want this,"['thanks', 'recent', 'follow', 'much', 'appreciated', 'happy', 'want']"
Thanks for the recent follow Happy to connect happy  have a great Thursday. Want it,1,Thanks for the recent follow Happy to connect happy have a great Thursday Want it,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday', 'want']"
i'm not perfect happy,1,im not perfect happy,"['im', 'not', 'perfect', 'happy']"
Retweet if you are with us? Kaway kaway family :)MCLISSE StarMusicIfWeFallinLove,1,Retweet if you are with us Kaway kaway family MCLISSE StarMusicIfWeFallinLove,"['retweet', 'u', 'kaway', 'kaway', 'family', 'mclisse', 'starmusicifwefallinlove']"
We have a few breweries in the UK too.... smile,1,We have a few breweries in the UK too smile,"['have', 'brewery', 'uk', 'smile']"
Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,Thanks for the recent follow Happy to connect happy have a great Thursday,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday']"
I've had it since December  my hairs stopped snapping off! It's made a massive difference! Get the,1,Ive had it since December my hairs stopped snapping off Its made a massive difference Get the,"['ive', 'had', 'since', 'december', 'hair', 'stopped', 'snapping', 'made', 'massive', 'difference', 'get']"
Be happy,1,Be happy,['happy']
 love happy,1,love happy,"['love', 'happy']"
That would be a great trick happy,1,That would be a great trick happy,"['would', 'great', 'trick', 'happy']"
Do It Like It's Legal sweaters  ..More designs available at,1,Do It Like Its Legal sweaters More designs available at,"['do', 'like', 'legal', 'sweater', 'design', 'available']"
Great groove to this tune by and .. Thinking in Rewind,1,Great groove to this tune by and Thinking in Rewind,"['great', 'groove', 'tune', 'thinking', 'rewind']"
Mrs King is excited to work with students today! Check out this cool classroom shape! Lots of math in here happy,1,Mrs King is excited to work with students today Check out this cool classroom shape Lots of math in here happy,"['mr', 'king', 'excited', 'work', 'student', 'today', 'check', 'out', 'cool', 'classroom', 'shape', 'lot', 'math', 'happy']"
$ES_F $SPY  Bulls are just relentless  happy   Some setups I like today,1,ES_F SPY Bulls are just relentless happy Some setups I like today,"['es_f', 'spy', 'bull', 'just', 'relentless', 'happy', 'setup', 'like', 'today']"
Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,Thanks for the recent follow Happy to connect happy have a great Thursday,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday']"
Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this,1,Thanks for the recent follow Happy to connect happy have a great Thursday Want this,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday', 'want']"
Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,1,Thanks for the recent follow Happy to connect happy have a great Thursday Want this,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday', 'want']"
you know that the problem still exist :D,1,you know that the problem still exist D,"['know', 'problem', 'still', 'exist']"
Thanks for the recent follow Happy to connect happy  have a great Thursday. Get this,1,Thanks for the recent follow Happy to connect happy have a great Thursday Get this,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'have', 'great', 'thursday', 'get']"
top engaged members This week happy,1,top engaged members This week happy,"['top', 'engaged', 'member', 'week', 'happy']"
ngam to  weeks left for cadet pilot exam crying with joy,1,ngam to weeks left for cadet pilot exam crying with joy,"['ngam', 'week', 'left', 'cadet', 'pilot', 'exam', 'cry', 'joy']"
Great! You're welcome Josh happy  ^Adam,1,Great Youre welcome Josh happy Adam,"['great', 'youre', 'welcome', 'josh', 'happy', 'adam']"
Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon,1,Sixth spot not applicable Team Higher pa KISSES TheFashionIcon,"['sixth', 'spot', 'not', 'applicable', 'team', 'higher', 'pa', 'kiss', 'thefashionicon']"
How unhappy  some dogs like it though,-1,How unhappy some dogs like it though,"['unhappy', 'dog', 'like', 'though']"
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,-1,talking to my over driver about where Im goinghe said hed love to go to New York too but since Trump its probably not,"['talking', 'driver', 'im', 'goinghe', 'said', 'hed', 'love', 'go', 'new', 'york', 'but', 'since', 'trump', 'probably', 'not']"
Does anybody know if the Rand's likely to fall against the dollar? I got some money  I need to change into R but it keeps getting stronger unhappy ,-1,Does anybody know if the Rands likely to fall against the dollar I got some money I need to change into R but it keeps getting stronger unhappy,"['doe', 'anybody', 'know', 'rand', 'likely', 'fall', 'against', 'dollar', 'got', 'money', 'need', 'change', 'r', 'but', 'keep', 'getting', 'stronger', 'unhappy']"
I miss going to gigs in Liverpool unhappy ,-1,I miss going to gigs in Liverpool unhappy,"['miss', 'going', 'gig', 'liverpool', 'unhappy']"
There isnt a new Riverdale tonight ? unhappy ,-1,There isnt a new Riverdale tonight unhappy,"['isnt', 'new', 'riverdale', 'tonight', 'unhappy']"
it's that A*dy guy from pop Asia and then the translator so they'll probs go with them around Aus unhappy ,-1,its that Ady guy from pop Asia and then the translator so theyll probs go with them around Aus unhappy,"['ady', 'guy', 'pop', 'asia', 'translator', 'theyll', 'probs', 'go', 'around', 'au', 'unhappy']"
Who's that chair you're sitting in? Is this how I find out. Everyone knows now. You've shamed me in pu,-1,Whos that chair youre sitting in Is this how I find out Everyone knows now Youve shamed me in pu,"['who', 'chair', 'youre', 'sitting', 'find', 'out', 'everyone', 'know', 'youve', 'shamed', 'pu']"
don't like how jittery caffeine makes me sad ,-1,dont like how jittery caffeine makes me sad,"['dont', 'like', 'jittery', 'caffeine', 'make', 'sad']"
My area's not on the list unhappy  think I'll go LibDems anyway,-1,My areas not on the list unhappy think Ill go LibDems anyway,"['area', 'not', 'list', 'unhappy', 'think', 'ill', 'go', 'libdems', 'anyway']"
I want fun plans this weekend unhappy ,-1,I want fun plans this weekend unhappy,"['want', 'fun', 'plan', 'weekend', 'unhappy']"
When can you notice me.  unhappy  what?  ,-1,When can you notice me unhappy what,"['can', 'notice', 'unhappy']"
Ahhhhh! You recognized LOGAN!!! Cinemax shows have a BAD track record for getting cancelled unhappy ,-1,Ahhhhh You recognized LOGAN Cinemax shows have a BAD track record for getting cancelled unhappy,"['ahhhhh', 'recognized', 'logan', 'cinemax', 'show', 'have', 'bad', 'track', 'record', 'getting', 'cancelled', 'unhappy']"
Errr dude.... They're gone unhappy  Asked other league memeber to check  the guys are go ,-1,Errr dude Theyre gone unhappy Asked other league memeber to check the guys are go,"['errr', 'dude', 'theyre', 'gone', 'unhappy', 'asked', 'league', 'memeber', 'check', 'guy', 'go']"
Not you again sad  ,-1,Not you again sad,"['not', 'sad']"
Why would Harvey be going to prison? unhappy ,-1,Why would Harvey be going to prison unhappy,"['would', 'harvey', 'going', 'prison', 'unhappy']"
Missing in crying  Seaside area. ,-1,Missing in crying Seaside area,"['missing', 'cry', 'seaside', 'area']"
Becoz if we will depend on your promoting its waste of hardwork to all team who ,-1,Becoz if we will depend on your promoting its waste of hardwork to all team who,"['becoz', 'will', 'depend', 'promoting', 'waste', 'hardwork', 'team']"
I thought you'll save me crying ,-1,I thought youll save me crying,"['thought', 'youll', 'save', 'cry']"
major waffle cravings right now sad ,-1,major waffle cravings right now sad,"['major', 'waffle', 'craving', 'right', 'sad']"
cant speak japanese ::(,-1,cant speak japanese,"['cant', 'speak', 'japanese']"
how can people do stuff like this unhappy  ,-1,how can people do stuff like this unhappy,"['can', 'people', 'do', 'stuff', 'like', 'unhappy']"
